model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
 Santa Fe,2019,288666.6666666667,Automatic,100,Diesel,145,39.8,2.2
 I10,2016,41000.0,Manual,29650,Petrol,30,57.6,1.2
 Tucson,2019,189333.33333333334,Automatic,1000,Hybrid,145,50.4,1.6
 I20,2019,96333.33333333333,Manual,5000,Petrol,145,47.9,1.0
 I10,2016,40000.0,Manual,20500,Petrol,20,61.4,1.0
 I30,2019,183000.0,Manual,50,Petrol,145,34.0,2.0
 IX20,2015,46000.0,Manual,29000,Petrol,125,50.4,1.4
 I10,2016,43000.0,Manual,29000,Petrol,30,57.6,1.2
 I10,2017,52333.333333333336,Manual,17500,Petrol,30,57.7,1.2
 I10,2017,50333.333333333336,Manual,19500,Petrol,145,57.6,1.2
 I10,2014,33666.666666666664,Manual,62500,Petrol,30,57.6,1.2
 I10,2016,43000.0,Manual,13500,Petrol,30,57.6,1.2
 Santa Fe,2014,106333.33333333333,Semi-Auto,60500,Diesel,260,41.5,2.2
 I10,2015,40000.0,Manual,8500,Petrol,30,57.6,1.2
 I30,2017,84000.0,Manual,2924,Petrol,145,56.5,1.0
 Tucson,2018,161666.66666666666,Automatic,12531,Diesel,145,43.5,2.0
 Tucson,2016,80000.0,Manual,33500,Diesel,30,61.7,1.7
 Tucson,2019,168333.33333333334,Automatic,50,Petrol,145,36.2,1.6
 I30,2016,60666.666666666664,Manual,37000,Diesel,0,78.4,1.6
 I30,2017,91333.33333333333,Manual,300,Petrol,145,52.3,1.4
 I30,2014,43000.0,Manual,34500,Petrol,160,46.3,1.4
 Santa Fe,2020,314666.6666666667,Semi-Auto,985,Diesel,150,39.2,2.2
 I10,2020,90333.33333333333,Manual,1958,Petrol,150,56.5,1.0
 I20,2020,88000.0,Manual,1958,Petrol,150,46.3,1.2
 Kona,2020,106666.66666666667,Manual,1458,Petrol,150,44.8,1.0
 IX20,2016,44000.0,Manual,38756,Petrol,125,50.4,1.4
 I20,2018,74666.66666666667,Manual,5921,Petrol,145,47.9,1.0
 Tucson,2017,102333.33333333333,Manual,18386,Diesel,30,61.7,1.7
 Tucson,2016,76666.66666666667,Manual,18397,Diesel,30,61.7,1.7
 I30,2015,55333.333333333336,Manual,22653,Petrol,145,48.7,1.4
 I20,2016,42000.0,Manual,37027,Petrol,30,56.5,1.2
 Tucson,2017,103333.33333333333,Semi-Auto,14640,Diesel,125,57.6,1.7
 IX20,2017,59333.333333333336,Manual,15687,Petrol,125,50.4,1.4
 Tucson,2016,69333.33333333333,Manual,29019,Petrol,160,44.8,1.6
 Kona,2018,94333.33333333333,Manual,12443,Petrol,145,44.1,1.0
 I40,2016,53333.333333333336,Manual,39703,Diesel,20,67.3,1.7
 Tucson,2019,151000.0,Manual,101,Petrol,145,34.9,1.6
 I10,2017,47000.0,Manual,14931,Petrol,145,60.1,1.0
 Kona,2018,130000.0,Semi-Auto,10344,Petrol,145,34.0,1.6
 I30,2014,36333.333333333336,Manual,72986,Diesel,0,76.3,1.6
 Santa Fe,2014,105333.33333333333,Semi-Auto,46000,Diesel,265,41.5,2.2
 I30,2015,49000.0,Manual,47500,Diesel,0,78.4,1.6
 I10,2017,50333.333333333336,Manual,32259,Petrol,145,57.7,1.2
 I20,2014,37000.0,Manual,22084,Petrol,30,57.6,1.2
 I40,2016,56333.333333333336,Manual,61554,Diesel,125,60.1,1.7
 IX35,2015,54333.333333333336,Manual,46573,Diesel,145,53.3,1.7
 IX20,2017,67666.66666666667,Manual,7673,Petrol,125,50.4,1.4
 I10,2018,57333.333333333336,Manual,9031,Petrol,150,57.7,1.2
 IX20,2016,49333.333333333336,Manual,39289,Petrol,125,50.4,1.4
 I20,2016,45000.0,Manual,32182,Petrol,30,58.9,1.2
 Tucson,2016,81000.0,Manual,30771,Diesel,30,61.7,1.7
 I10,2018,59333.333333333336,Manual,18382,Petrol,145,57.7,1.2
 Tucson,2017,80000.0,Manual,41846,Petrol,145,44.8,1.6
 Tucson,2018,113000.0,Semi-Auto,9292,Diesel,145,57.6,1.7
 Santa Fe,2019,246000.0,Semi-Auto,7919,Diesel,145,39.2,2.2
 I20,2016,49333.333333333336,Manual,17740,Petrol,0,65.7,1.0
 I10,2018,60333.333333333336,Manual,9990,Petrol,150,57.6,1.2
 IX20,2016,48333.333333333336,Manual,36242,Petrol,125,50.4,1.4
 Santa Fe,2017,140666.66666666666,Semi-Auto,21615,Diesel,235,42.8,2.2
 I800,2019,155000.0,Automatic,8491,Diesel,145,31.7,2.5
 IX35,2015,54333.333333333336,Manual,48823,Petrol,165,44.1,1.6
 Ioniq,2018,105333.33333333333,Automatic,8513,Hybrid,140,78.5,1.6
 I10,2017,50333.333333333336,Manual,2375,Petrol,150,60.1,1.0
 I10,2013,23666.666666666668,Manual,64500,Petrol,20,61.4,1.2
 I20,2019,70666.66666666667,Manual,14568,Petrol,150,46.3,1.2
 I30,2018,74666.66666666667,Manual,15124,Petrol,150,56.5,1.0
 Tucson,2018,148000.0,Manual,8523,Diesel,145,45.6,1.6
 I20,2017,57333.333333333336,Manual,19366,Petrol,150,55.4,1.2
 I20,2018,57333.333333333336,Manual,18575,Petrol,150,58.9,1.2
 IX20,2015,42666.666666666664,Automatic,45908,Petrol,200,43.6,1.6
 Tucson,2016,108666.66666666667,Semi-Auto,11257,Petrol,235,37.7,1.6
 Kona,2018,124666.66666666667,Semi-Auto,19151,Petrol,145,42.2,1.6
 Santa Fe,2018,156000.0,Manual,20318,Diesel,145,47.1,2.2
 I10,2019,57333.333333333336,Manual,3815,Petrol,145,60.1,1.0
 I10,2016,43000.0,Manual,21619,Petrol,30,57.6,1.2
 I800,2017,120666.66666666667,Automatic,18000,Diesel,330,33.6,2.5
 IX20,2017,57333.333333333336,Manual,8564,Diesel,145,64.2,1.6
 Ioniq,2019,140666.66666666666,Automatic,10999,Hybrid,135,78.5,1.6
 I20,2018,65666.66666666667,Manual,7182,Petrol,145,46.3,1.2
 Santa Fe,2019,249666.66666666666,Semi-Auto,2000,Diesel,145,39.8,2.2
 I10,2015,41000.0,Manual,13425,Petrol,30,57.6,1.2
 I20,2017,54333.333333333336,Manual,24286,Petrol,150,58.9,1.2
 I10,2015,46000.0,Semi-Auto,26227,Petrol,150,47.9,1.2
 I20,2017,65666.66666666667,Manual,16700,Petrol,150,58.9,1.0
 Tucson,2016,98000.0,Automatic,13396,Diesel,240,43.5,2.0
 Santa Fe,2019,222333.33333333334,Semi-Auto,17835,Diesel,145,39.8,2.2
 I10,2017,51333.333333333336,Manual,28076,Petrol,145,57.7,1.2
 Tucson,2016,73333.33333333333,Manual,27542,Diesel,30,61.7,1.7
 I20,2016,46000.0,Manual,30165,Petrol,30,55.4,1.2
 Tucson,2016,80000.0,Manual,25897,Diesel,30,61.7,1.7
 I20,2017,54333.333333333336,Manual,34945,Petrol,30,58.9,1.2
 I40,2016,74666.66666666667,Manual,34504,Diesel,30,65.7,1.7
 Tucson,2016,85000.0,Manual,69332,Diesel,145,54.3,2.0
 Ioniq,2016,89333.33333333333,Automatic,51600,Hybrid,0,78.5,1.6
 I30,2015,36333.333333333336,Manual,51605,Diesel,0,76.3,1.6
 IX35,2014,48000.0,Manual,57675,Diesel,145,53.3,1.7
 I40,2014,49000.0,Automatic,66031,Diesel,200,47.1,1.7
 I20,2018,66666.66666666667,Manual,6669,Petrol,145,46.3,1.2
 Tucson,2019,140666.66666666666,Semi-Auto,11994,Petrol,145,36.2,1.6
 Tucson,2017,98000.0,Manual,12287,Petrol,160,44.8,1.6
 I10,2019,67666.66666666667,Manual,16709,Petrol,145,57.6,1.2
 Tucson,2018,103333.33333333333,Manual,16314,Petrol,145,44.8,1.6
 Tucson,2017,107666.66666666667,Automatic,31470,Diesel,200,46.3,2.0
 I20,2018,74666.66666666667,Manual,4256,Petrol,145,55.4,1.2
 I10,2018,53333.333333333336,Manual,10164,Petrol,145,60.1,1.0
 I10,2017,64666.666666666664,Semi-Auto,17120,Petrol,145,47.9,1.2
 I20,2018,85000.0,Automatic,6394,Petrol,145,49.6,1.0
 IX20,2016,60666.666666666664,Automatic,4210,Petrol,165,43.5,1.6
 I30,2016,52333.333333333336,Manual,41955,Petrol,150,48.7,1.4
 Tucson,2017,87333.33333333333,Manual,22981,Diesel,145,61.7,1.7
 Tucson,2017,94666.66666666667,Semi-Auto,33164,Diesel,125,57.6,1.7
 Tucson,2017,83000.0,Manual,9140,Petrol,160,44.8,1.6
 IX20,2016,45000.0,Manual,20347,Petrol,125,50.4,1.4
 IX20,2017,56333.333333333336,Manual,20967,Petrol,145,50.4,1.4
 IX20,2013,33666.666666666664,Manual,35954,Petrol,150,45.6,1.4
 I30,2017,65000.0,Manual,52586,Diesel,145,74.3,1.6
 I30,2016,53333.333333333336,Manual,32572,Petrol,145,48.7,1.4
 I40,2016,67000.0,Manual,36084,Diesel,30,65.7,1.7
 I20,2016,48333.333333333336,Manual,33322,Petrol,20,62.8,1.0
 I20,2015,55333.333333333336,Manual,11468,Petrol,125,51.4,1.4
 I20,2017,56333.333333333336,Manual,21260,Diesel,145,72.4,1.4
 Ioniq,2017,108666.66666666667,Automatic,18747,Hybrid,135,78.5,1.6
 Ioniq,2016,91666.66666666667,Automatic,20296,Hybrid,0,78.5,1.6
 Santa Fe,2018,174000.0,Semi-Auto,13018,Diesel,145,42.8,2.2
 Kona,2018,91333.33333333333,Manual,13533,Petrol,145,44.1,1.0
 I20,2019,73666.66666666667,Manual,3826,Petrol,145,47.9,1.0
 I20,2019,73666.66666666667,Manual,2884,Petrol,145,47.9,1.0
 I20,2019,73666.66666666667,Manual,4491,Petrol,145,47.9,1.0
 Ioniq,2019,140666.66666666666,Automatic,8862,Hybrid,135,62.8,1.6
 I20,2017,63666.666666666664,Manual,17864,Petrol,145,55.4,1.2
 Tucson,2018,95666.66666666667,Manual,23091,Petrol,145,44.8,1.6
 IX35,2013,44666.666666666664,Manual,72205,Diesel,145,53.3,1.7
 I10,2015,43000.0,Manual,36188,Petrol,30,57.6,1.2
 I10,2017,57333.333333333336,Manual,23000,Petrol,145,57.7,1.2
 I10,2016,43000.0,Manual,14959,Petrol,30,57.6,1.2
 Santa Fe,2020,311000.0,Semi-Auto,6073,Diesel,145,39.2,2.2
 Tucson,2018,139333.33333333334,Automatic,8700,Diesel,145,47.1,1.6
 I800,2019,195000.0,Manual,100,Diesel,145,31.7,2.5
 I10,2017,46000.0,Manual,33834,Petrol,145,57.7,1.2
 IX20,2016,44666.666666666664,Manual,41691,Diesel,30,64.2,1.6
 Tucson,2016,108666.66666666667,Manual,15507,Diesel,125,58.9,2.0
 I10,2015,37000.0,Manual,25411,Petrol,30,57.6,1.2
 Tucson,2017,91666.66666666667,Semi-Auto,47170,Diesel,125,57.6,1.7
 I20,2017,67666.66666666667,Manual,16069,Petrol,145,61.4,1.0
 Santa Fe,2018,158333.33333333334,Manual,7781,Diesel,145,47.1,2.2
 Tucson,2016,92666.66666666667,Semi-Auto,31441,Diesel,125,57.6,1.7
 I10,2018,57333.333333333336,Manual,7372,Petrol,145,60.1,1.0
 Ioniq,2018,98000.0,Automatic,35876,Hybrid,135,78.5,1.6
 I10,2019,73666.66666666667,Manual,100,Petrol,145,49.6,1.0
 I10,2018,50333.333333333336,Manual,12447,Petrol,145,60.1,1.0
 Tucson,2019,148000.0,Manual,100,Petrol,145,35.3,1.6
 Tucson,2019,148000.0,Manual,100,Petrol,145,35.3,1.6
 I10,2019,72666.66666666667,Manual,50,Petrol,145,49.6,1.0
 I800,2018,123000.0,Automatic,31917,Diesel,145,33.6,2.5
 Kona,2019,108666.66666666667,Manual,9567,Petrol,145,44.1,1.0
 IX20,2017,65666.66666666667,Manual,13817,Petrol,145,50.4,1.4
 IX20,2016,50333.333333333336,Manual,28500,Petrol,125,50.4,1.4
 I10,2015,53333.333333333336,Semi-Auto,8537,Petrol,145,47.9,1.2
 Tucson,2019,186333.33333333334,Manual,2250,Hybrid,145,47.9,1.6
 IX20,2016,51333.333333333336,Manual,19999,Petrol,125,50.4,1.4
 I10,2017,46000.0,Manual,32716,Petrol,145,57.7,1.2
 Tucson,2016,108666.66666666667,Manual,4859,Petrol,160,44.8,1.6
 Tucson,2019,179000.0,Manual,3210,Hybrid,145,48.7,1.6
 I800,2019,148000.0,Manual,15492,Diesel,145,31.7,2.5
 Kona,2019,104666.66666666667,Manual,9187,Petrol,145,44.1,1.0
 Santa Fe,2019,245000.0,Semi-Auto,13675,Diesel,150,39.8,2.2
 I30,2015,59666.666666666664,Manual,30782,Diesel,20,72.4,1.6
 Kona,2019,135333.33333333334,Manual,2000,Petrol,150,44.1,1.0
 I10,2019,69666.66666666667,Manual,198,Petrol,145,49.6,1.0
 I30,2019,108666.66666666667,Manual,100,Petrol,145,48.7,2.2
 Tucson,2019,140666.66666666666,Manual,50,Petrol,145,35.3,1.6
 I10,2019,62666.666666666664,Manual,100,Petrol,145,60.1,1.0
 Kona,2019,110666.66666666667,Manual,50,Petrol,145,44.1,1.0
 Kona,2019,110666.66666666667,Manual,50,Petrol,145,44.1,1.0
 IX20,2015,45666.666666666664,Manual,24305,Diesel,30,64.2,1.6
 I10,2017,54333.333333333336,Manual,5473,Petrol,145,60.1,1.0
 Tucson,2019,108666.66666666667,Manual,16373,Petrol,145,34.9,1.6
 I20,2018,67666.66666666667,Manual,13546,Petrol,145,46.3,1.2
 Tucson,2019,151000.0,Manual,101,Petrol,145,34.9,1.6
 I20,2017,60333.333333333336,Manual,19302,Petrol,145,62.8,1.0
 I10,2017,46000.0,Manual,25884,Petrol,145,60.1,1.0
 I10,2014,41000.0,Manual,8896,Petrol,20,60.1,1.0
 IX20,2017,67666.66666666667,Manual,12245,Petrol,150,50.4,1.4
 Santa Fe,2015,120666.66666666667,Semi-Auto,46045,Diesel,265,42.2,2.2
 I10,2017,50333.333333333336,Manual,12115,Petrol,150,60.1,1.0
 Tucson,2016,95666.66666666667,Manual,46759,Diesel,150,54.3,2.0
 Ioniq,2017,107666.66666666667,Automatic,23690,Hybrid,140,78.5,1.6
 I10,2017,49333.333333333336,Manual,12351,Petrol,145,60.1,1.0
 I10,2019,69666.66666666667,Manual,50,Petrol,145,49.6,1.0
 I10,2017,43000.0,Manual,30351,Petrol,145,60.1,1.0
 I10,2019,69666.66666666667,Manual,50,Petrol,145,49.6,1.0
 Tucson,2019,148000.0,Manual,4304,Diesel,145,48.7,1.6
 I10,2019,72666.66666666667,Manual,50,Petrol,145,49.6,1.0
 Tucson,2019,148000.0,Manual,100,Petrol,145,35.3,1.6
 Tucson,2019,148000.0,Manual,100,Petrol,145,35.3,1.6
 I30,2017,59666.666666666664,Manual,35073,Diesel,150,78.4,1.6
 IX20,2016,54333.333333333336,Manual,20063,Petrol,125,50.4,1.4
 Tucson,2016,114000.0,Automatic,15550,Diesel,205,47.1,2.0
 Tucson,2017,108666.66666666667,Manual,20018,Diesel,30,61.4,1.7
 I20,2015,46000.0,Manual,26061,Petrol,30,55.4,1.2
 IX35,2015,48000.0,Manual,85614,Diesel,150,54.3,1.7
 I10,2017,44000.0,Manual,40261,Petrol,145,57.7,1.2
 I10,2017,46000.0,Manual,33267,Petrol,145,57.7,1.2
 I10,2017,43000.0,Manual,41592,Petrol,145,60.1,1.0
 I10,2017,60333.333333333336,Manual,17470,Petrol,145,57.7,1.2
 I30,2017,69666.66666666667,Manual,17921,Petrol,145,56.5,1.0
 Kona,2019,98333.33333333333,Manual,20189,Petrol,150,44.1,1.0
 Tucson,2017,107666.66666666667,Semi-Auto,26238,Diesel,125,57.6,1.7
 I30,2017,57333.333333333336,Manual,27095,Diesel,150,78.4,1.6
 I10,2017,57333.333333333336,Manual,19971,Petrol,30,57.7,1.2
 I30,2017,70333.33333333333,Manual,48499,Diesel,150,74.3,1.6
 I10,2018,57333.333333333336,Manual,3611,Petrol,150,60.1,1.0
 Kona,2019,148000.0,Automatic,4235,Hybrid,140,52.3,1.6
 Ioniq,2017,91666.66666666667,Automatic,38249,Hybrid,140,78.5,1.6
 I20,2018,80000.0,Manual,3792,Petrol,145,46.3,1.2
 I20,2013,36000.0,Manual,19729,Petrol,30,57.6,1.2
 I10,2015,33666.666666666664,Manual,12042,Petrol,20,61.4,1.0
 I40,2017,72333.33333333333,Manual,15326,Diesel,145,65.7,1.7
 I30,2017,71333.33333333333,Manual,32769,Diesel,145,74.3,1.6
 I800,2016,99333.33333333333,Manual,30283,Diesel,300,37.7,2.5
 Tucson,2016,86333.33333333333,Manual,23992,Diesel,30,61.7,1.7
 I10,2017,38000.0,Manual,42005,Petrol,145,60.1,1.0
 I10,2017,50333.333333333336,Manual,31801,Petrol,30,57.7,1.2
 I20,2014,37000.0,Manual,29872,Petrol,30,57.6,1.2
 I30,2017,60333.333333333336,Manual,30834,Petrol,125,50.4,1.4
 Santa Fe,2015,103000.0,Semi-Auto,54000,Diesel,265,42.2,2.2
 I30,2019,128000.0,Manual,222,Petrol,145,42.2,1.4
 Tucson,2016,80000.0,Manual,30581,Diesel,30,61.7,1.7
 Kona,2018,94333.33333333333,Manual,9711,Petrol,150,44.1,1.0
 I30,2018,88000.0,Manual,22780,Petrol,150,52.3,1.4
 Tucson,2016,98000.0,Automatic,35794,Diesel,205,46.3,2.0
 I40,2017,81000.0,Manual,14799,Diesel,150,67.3,1.7
 I20,2019,78000.0,Manual,6305,Petrol,150,47.9,1.0
 I30,2019,122000.0,Manual,3000,Petrol,150,44.8,1.4
 I30,2019,189333.33333333334,Manual,1000,Petrol,150,34.0,2.0
 I20,2019,82000.0,Manual,2946,Petrol,145,46.3,1.2
 I20,2019,84000.0,Manual,6245,Petrol,145,47.9,1.0
 IX35,2014,50000.0,Manual,62300,Petrol,205,41.5,1.6
 I10,2018,65666.66666666667,Manual,16874,Petrol,150,57.7,1.2
 Tucson,2017,87333.33333333333,Manual,18679,Diesel,30,61.7,1.7
 Santa Fe,2019,276666.6666666667,Semi-Auto,17568,Diesel,150,39.8,2.2
 I10,2019,73666.66666666667,Manual,50,Petrol,145,49.6,1.0
 I40,2016,54333.333333333336,Manual,47613,Diesel,20,67.3,1.7
 I10,2015,38000.0,Manual,19645,Petrol,30,57.6,1.2
 Ioniq,2017,115000.0,Automatic,11651,Hybrid,135,78.5,1.6
 I10,2017,57333.333333333336,Manual,12583,Petrol,145,57.7,1.2
 I10,2018,54333.333333333336,Manual,8083,Petrol,145,60.1,1.0
 Kona,2019,154333.33333333334,Semi-Auto,8086,Petrol,145,37.7,1.6
 Tucson,2017,113000.0,Manual,19996,Diesel,30,61.4,1.7
 Ioniq,2018,108666.66666666667,Automatic,32228,Hybrid,135,78.5,1.6
 Tucson,2018,119333.33333333333,Semi-Auto,29890,Petrol,145,39.8,1.6
 I10,2019,57333.333333333336,Manual,3269,Petrol,145,60.1,1.0
 I20,2017,60333.333333333336,Manual,14923,Petrol,145,62.8,1.0
 I20,2017,67666.66666666667,Manual,9903,Petrol,30,55.4,1.2
 I20,2014,37000.0,Manual,24394,Petrol,30,57.6,1.2
 I10,2017,54333.333333333336,Manual,17170,Petrol,30,57.7,1.2
 I10,2017,57333.333333333336,Manual,7525,Petrol,30,57.7,1.2
 I20,2019,78000.0,Manual,4565,Petrol,150,46.3,1.2
 Tucson,2016,108666.66666666667,Manual,27923,Diesel,205,47.9,2.0
 I40,2017,67000.0,Manual,22172,Diesel,150,67.3,1.7
 Ioniq,2020,160666.66666666666,Automatic,3140,Hybrid,140,62.8,1.6
 I10,2016,32666.666666666668,Manual,23340,Petrol,20,60.1,1.0
 I20,2017,52333.333333333336,Manual,37505,Petrol,145,58.9,1.2
 I10,2018,59333.333333333336,Manual,6018,Petrol,145,60.1,1.0
 I10,2017,47000.0,Manual,10193,Petrol,145,60.1,1.0
 Kona,2018,86000.0,Manual,10569,Petrol,145,52.3,1.0
 I10,2016,43000.0,Manual,30456,Petrol,30,57.6,1.2
 I10,2017,42000.0,Manual,26154,Petrol,145,60.1,1.0
 I10,2016,39000.0,Manual,11562,Petrol,20,60.1,1.0
 I10,2017,49333.333333333336,Manual,16165,Petrol,20,60.1,1.0
 Tucson,2019,133000.0,Manual,6220,Diesel,150,48.7,1.6
 I10,2019,70666.66666666667,Manual,3052,Petrol,145,60.1,1.0
 I10,2019,70666.66666666667,Manual,2328,Petrol,145,49.6,1.0
 I30,2019,179000.0,Manual,1848,Petrol,145,34.0,2.0
 I10,2019,70666.66666666667,Manual,1101,Petrol,145,49.6,1.0
 Tucson,2019,175666.66666666666,Semi-Auto,9777,Hybrid,145,50.4,1.6
 Tucson,2019,161666.66666666666,Manual,2899,Petrol,145,34.9,1.6
 I10,2017,60333.333333333336,Manual,13330,Petrol,145,57.7,1.2
 I10,2017,39000.0,Manual,30370,Petrol,150,60.1,1.0
 I10,2017,51333.333333333336,Manual,35640,Petrol,150,57.7,1.2
 Tucson,2018,100000.0,Manual,20917,Petrol,150,44.8,1.6
 IX20,2016,64000.0,Automatic,7275,Petrol,160,43.5,1.6
 IX20,2017,60666.666666666664,Manual,9760,Diesel,150,64.2,1.6
 IX20,2017,57333.333333333336,Manual,9870,Petrol,125,50.4,1.4
 Tucson,2018,113000.0,Semi-Auto,7723,Diesel,145,57.6,1.7
 Tucson,2017,94666.66666666667,Manual,9654,Diesel,145,61.7,1.7
 IX20,2017,61666.666666666664,Manual,13675,Diesel,145,64.2,1.6
 I10,2018,51333.333333333336,Manual,12544,Petrol,145,57.7,1.2
 Kona,2018,99333.33333333333,Manual,8435,Petrol,145,44.1,1.0
 Tucson,2019,135333.33333333334,Manual,3400,Diesel,145,49.6,1.6
 I10,2017,50333.333333333336,Manual,17531,Petrol,20,60.1,1.0
 I10,2018,57333.333333333336,Manual,9031,Petrol,145,57.7,1.2
 Kona,2019,101333.33333333333,Manual,14587,Petrol,145,44.1,1.0
 I800,2019,148000.0,Automatic,14674,Diesel,145,31.7,2.5
 I30,2015,47000.0,Manual,44929,Diesel,0,78.4,1.6
 Tucson,2017,110666.66666666667,Manual,16964,Diesel,145,61.4,1.7
 I40,2018,94666.66666666667,Manual,37653,Diesel,150,60.1,1.7
 I10,2018,54333.333333333336,Manual,7594,Petrol,145,60.1,1.0
 Tucson,2017,105333.33333333333,Semi-Auto,20940,Diesel,125,57.6,1.7
 I10,2018,67666.66666666667,Manual,7006,Petrol,145,57.7,1.2
 I10,2018,56333.333333333336,Manual,11901,Petrol,145,60.1,1.0
 Tucson,2019,148000.0,Semi-Auto,29986,Petrol,150,35.8,1.6
 Santa Fe,2014,99333.33333333333,Manual,52236,Diesel,205,46.3,2.2
 Tucson,2016,69333.33333333333,Manual,31789,Diesel,30,61.7,1.7
 I10,2013,21666.666666666668,Manual,62921,Petrol,20,61.4,1.2
 Tucson,2016,95666.66666666667,Manual,26000,Diesel,125,58.9,2.0
 IX20,2018,70666.66666666667,Manual,9328,Petrol,150,50.4,1.4
 Santa Fe,2017,140666.66666666666,Manual,29458,Diesel,200,47.1,2.2
 I20,2016,52333.333333333336,Manual,21017,Petrol,20,62.8,1.0
 I20,2017,72666.66666666667,Automatic,3283,Petrol,160,45.6,1.4
 I20,2017,60333.333333333336,Manual,17007,Petrol,145,65.7,1.0
 IX20,2017,61666.666666666664,Manual,13675,Diesel,145,64.2,1.6
 I10,2018,57333.333333333336,Manual,9031,Petrol,145,57.7,1.2
 I20,2016,57333.333333333336,Manual,16228,Petrol,20,62.8,1.0
 Tucson,2017,123333.33333333333,Manual,19366,Diesel,125,58.9,2.0
 I10,2018,50333.333333333336,Manual,10858,Petrol,145,60.1,1.0
 Kona,2018,126666.66666666667,Semi-Auto,35401,Petrol,145,34.0,1.6
 Ioniq,2019,148000.0,Automatic,2479,Hybrid,135,78.5,1.6
 I10,2019,59333.333333333336,Manual,10567,Petrol,145,60.1,1.0
 I10,2016,46000.0,Manual,21619,Petrol,30,57.6,1.2
 I10,2017,50333.333333333336,Manual,17531,Petrol,20,60.1,1.0
 I10,2018,58333.333333333336,Manual,2307,Petrol,145,60.1,1.0
 I30,2019,154333.33333333334,Manual,8259,Petrol,145,34.0,2.0
 I10,2017,54333.333333333336,Manual,6200,Petrol,145,60.1,1.0
 I20,2018,54333.333333333336,Manual,20953,Diesel,150,72.4,1.4
 I20,2018,70666.66666666667,Manual,10348,Petrol,150,46.3,1.2
 IX35,2014,57333.333333333336,Manual,22632,Diesel,145,53.3,1.7
 I10,2017,47000.0,Manual,27640,Petrol,20,60.1,1.0
 I10,2017,51333.333333333336,Manual,11938,Petrol,145,60.1,1.0
 I40,2019,114000.0,Manual,8178,Petrol,150,38.2,1.6
 I30,2018,74666.66666666667,Manual,13406,Petrol,150,56.5,1.0
 I10,2013,27666.666666666668,Manual,23186,Petrol,20,61.4,1.2
 I30,2020,206666.66666666666,Manual,1300,Petrol,150,34.0,2.0
 Kona,2018,84000.0,Manual,20414,Petrol,145,52.3,1.0
 I30,2015,44666.666666666664,Manual,53825,Diesel,0,78.4,1.6
 Tucson,2018,100000.0,Manual,19495,Diesel,145,61.7,1.7
 I30,2020,147666.66666666666,Manual,37,Petrol,145,44.8,1.0
 I10,2016,40000.0,Manual,15362,Petrol,20,60.1,1.0
 Tucson,2017,100000.0,Manual,39530,Diesel,30,61.7,1.7
 Santa Fe,2020,375000.0,Semi-Auto,10,Diesel,145,39.2,2.2
 I10,2017,47000.0,Manual,23768,Petrol,145,60.1,1.0
 I10,2013,27666.666666666668,Manual,25919,Petrol,20,61.4,1.2
 Tucson,2017,98000.0,Manual,12185,Diesel,145,61.7,1.7
 Kona,2019,99333.33333333333,Manual,14098,Petrol,145,44.1,1.0
 Ioniq,2019,143666.66666666666,Automatic,2810,Hybrid,135,78.5,1.6
 Tucson,2017,124666.66666666667,Manual,25172,Diesel,145,58.9,2.0
 Tucson,2016,76666.66666666667,Manual,53962,Diesel,30,61.7,1.7
 Tucson,2015,106333.33333333333,Automatic,21000,Diesel,240,43.5,2.0
 I10,2018,59333.333333333336,Manual,9140,Petrol,150,57.7,1.2
 I30,2018,74666.66666666667,Manual,16856,Petrol,150,56.5,1.0
 IX35,2016,60666.666666666664,Manual,34292,Diesel,150,53.3,1.7
 I10,2017,57333.333333333336,Semi-Auto,15526,Petrol,150,47.9,1.2
 Tucson,2016,105333.33333333333,Manual,22686,Diesel,145,54.3,2.0
 I20,2017,56333.333333333336,Manual,17772,Petrol,145,58.9,1.2
 I10,2017,44000.0,Manual,31686,Petrol,145,57.7,1.2
 Ioniq,2019,130000.0,Semi-Auto,2801,Hybrid,135,78.5,1.6
 Tucson,2017,119333.33333333333,Manual,19349,Diesel,145,54.3,2.0
 I20,2017,54333.333333333336,Manual,32582,Petrol,30,58.9,1.2
 I20,2017,54333.333333333336,Manual,37532,Petrol,145,58.9,1.2
 I20,2017,60333.333333333336,Manual,21640,Diesel,150,68.9,1.4
 Tucson,2016,89333.33333333333,Manual,12894,Diesel,30,61.7,1.7
 Kona,2018,81000.0,Manual,25784,Petrol,145,52.3,1.0
 I30,2015,47000.0,Manual,50746,Petrol,145,48.7,1.4
 Ioniq,2018,126666.66666666667,Automatic,4029,Hybrid,135,78.5,1.6
 I30,2019,101333.33333333333,Manual,6879,Petrol,145,41.5,1.4
 Tucson,2017,77666.66666666667,Manual,37441,Diesel,30,61.7,1.7
 Tucson,2017,87333.33333333333,Manual,37173,Diesel,145,61.7,1.7
 I10,2017,46000.0,Manual,20979,Petrol,145,60.1,1.0
 I800,2018,132333.33333333334,Automatic,33587,Diesel,145,28.0,2.5
 I10,2019,70666.66666666667,Manual,25,Petrol,145,49.6,1.0
 Tucson,2017,108666.66666666667,Semi-Auto,20529,Diesel,145,57.6,1.7
 Tucson,2017,108666.66666666667,Semi-Auto,13470,Diesel,125,57.6,1.7
 I10,2016,42000.0,Manual,15828,Petrol,20,60.1,1.0
