Name,Condition,Price,Location,Link,Description,Car_code,Year of manufacture,Condition,Origin,Body type,Engine,Exterior color,Interior color,Seats,Doors,Mileage
Ford Territory Titanium 1.5 AT - 2024, New car,819 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2024-4693221," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 4693221,2024.0,New car,Assembled domestically,SUV,Petrol  1.5 L,Black,Black,5 seats,5 doors,
Mitsubishi Triton 4x2 AT - 2023, New car,630 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mitsubishi-triton-4x2-at-2023-3456110," *Imported car, Red color, máy dầu 2.4 L, Automatic transmission ... ",Code: 3456110,2023.0,New car,Imported,Bán tải / Pickup,Dầu  2.4 L,Red,Black,5 seats,4 cửa,
Honda BR V L - 2023, New car,680 Million VND,Hải Phòng,https://bonbanh.com/xe-honda-br_v-l-2023-4984300," *Imported car, White color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 4984300,2023.0,New car,Imported,SUV,Petrol  1.5 L,White,-,7 seats,5 doors,
Toyota Raize G 1.0 CVT - 2024, New car,488 Million VND,Hanoi,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-5401093," *Imported car, White color, Petrol engine 1.0 L, Automatic transmission ... ",Code: 5401093,2024.0,New car,Imported,SUV,Petrol  1.0 L,White,-,5 seats,5 doors,
Toyota Vios 1.5G - 2019, Used car,435 Million VND,Hanoi,https://bonbanh.com/xe-toyota-vios-1.5g-2019-5386643," *Domestic assembly car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 60,000 km ... ",Code: 5386643,2019.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,White,Kem,5 seats,4 cửa,"60,000 Km"
Mercedes Benz C class C300 AMG - 2022, Used car,1 Billion VND 829 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5350328," *Imported car, White color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5350328,2022.0,Used car,Imported,Sedan,Petrol  2.0 L,White,Black,5 seats,4 cửa,0 Km
Nissan X trail 2.5 SV 4WD - 2016, Used car,535 Million VND,Hanoi,https://bonbanh.com/xe-nissan-x_trail-2.5-sv-4wd-2016-5431397," *Domestic assembly car, White color, Petrol engine 2.5 L, Automatic transmission, đã đi 60,000 km ... ",Code: 5431397,2016.0,Used car,Assembled domestically,SUV,Petrol  2.5 L,White,Black,7 seats,5 doors,"60,000 Km"
Mitsubishi Outlander 2.0 CVT - 2023, New car,745 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2023-4924722," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 4924722,2023.0,New car,Assembled domestically,SUV,Petrol  2.0 L,White,-,7 seats,5 doors,
VinFast Fadil 1.4 AT - 2020, Used car,319 Million VND,Hải Phòng,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2020-5385536," *Domestic assembly car, White color, Petrol engine 1.4 L, Automatic transmission, đã đi 20,000 km ... ",Code: 5385536,2020.0,Used car,Assembled domestically,Hatchback,Petrol  1.4 L,White,Black,5 seats,5 doors,"20,000 Km"
Lexus ES 250 - 2023, New car,2 Billion VND 620 Million VND,Hanoi,https://bonbanh.com/xe-lexus-es-250-2023-5240245," *Imported car, Silver color, Petrol engine 2.5 L, Automatic transmission ... ",Code: 5240245,2023.0,New car,Imported,Sedan,Petrol  2.5 L,Silver,Brown,5 seats,4 cửa,
Mercedes Benz GLC 300 4Matic - 2021, Used car,1 Billion VND 880 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5422152," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 28,962 km ... ",Code: 5422152,2021.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Red,Kem,5 seats,5 doors,"28,962 Km"
Toyota Innova 2.0 Venturer - 2018, Used car,595 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-innova-2.0-venturer-2018-5308635," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 77,000 km ... ",Code: 5308635,2018.0,Used car,Assembled domestically,Crossover,Petrol  2.0 L,Red,Nhiều màu,8 chỗ,5 doors,"77,000 Km"
Ford EcoSport Titanium 1.5 AT - 2020, Used car,460 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-ecosport-titanium-1.5-at-2020-5381787," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission, đã đi 31,000 km ... ",Code: 5381787,2020.0,Used car,Assembled domestically,SUV,Petrol  1.5 L,Black,Black,5 seats,5 doors,"31,000 Km"
Toyota Fortuner 2.8V 4x4 AT - 2018, Used car,895 Million VND,Hanoi,https://bonbanh.com/xe-toyota-fortuner-2.8v-4x4-at-2018-5431449," *Imported car, Black color, máy dầu 2.8 L, Automatic transmission, đã đi 70,000 km ... ",Code: 5431449,2018.0,Used car,Imported,SUV,Dầu  2.8 L,Black,Brown,7 seats,5 doors,"70,000 Km"
Chevrolet Colorado LT 2.5L 4x2 AT - 2019, Used car,429 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-chevrolet-colorado-lt-2.5l-4x2-at-2019-5442358," *Imported car, màu cam, máy dầu 2.5 L, Automatic transmission, đã đi 110,000 km ... ",Code: 5442358,2019.0,Used car,Imported,Bán tải / Pickup,Dầu  2.5 L,Cam,-,5 seats,4 cửa,"110,000 Km"
Volkswagen Polo 1.6 AT - 2015, Used car,289 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-volkswagen-polo-1.6-at-2015-5377238," *Imported car, White color, Petrol engine 1.6 L, Automatic transmission, đã đi 152,000 km ... ",Code: 5377238,2015.0,Used car,Imported,Sedan,Petrol  1.6 L,White,Kem,5 seats,4 cửa,"152,000 Km"
Porsche Macan 2.0 - 2021, Used car,3 Billion VND 290 Million VND,Hanoi,https://bonbanh.com/xe-porsche-macan-2.0-2021-5332456," *Imported car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 5,000 km ... ",Code: 5332456,2021.0,Used car,Imported,SUV,Petrol  2.0 L,White,Red,5 seats,5 doors,"5,000 Km"
Toyota Corolla altis 1.8G MT - 2013, Used car,325 Million VND,Phú Yên,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-mt-2013-5397375," *Domestic assembly car, Black color, Petrol engine 1.8 L, Manual transmission, đã đi 1,258 km ... ",Code: 5397375,2013.0,Used car,Assembled domestically,Sedan,Petrol  1.8 L,Black,Kem,5 seats,4 cửa,"1,258 Km"
Isuzu Dmax LS Prestige 1.9L 4x2 AT - 2018, Used car,450 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-isuzu-dmax-ls-prestige-1.9l-4x2-at-2018-5434844," *Imported car, màu xám, máy dầu 1.9 L, Automatic transmission, đã đi 122,000 km ... ",Code: 5434844,2018.0,Used car,Imported,Bán tải / Pickup,Dầu  1.9 L,Xám,Black,5 seats,4 cửa,"122,000 Km"
Isuzu Dmax LS 2.5 4x2 AT - 2016, Used car,390 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-isuzu-dmax-ls-2.5-4x2-at-2016-5388317," *Imported car, White color, máy dầu 2.5 L, Automatic transmission, đã đi 72,000 km ... ",Code: 5388317,2016.0,Used car,Imported,Bán tải / Pickup,Dầu  2.5 L,White,Black,5 seats,4 cửa,"72,000 Km"
Suzuki Ciaz 1.4 AT - 2019, Used car,395 Million VND,Hanoi,https://bonbanh.com/xe-suzuki-ciaz-1.4-at-2019-5407128," *Imported car, Silver color, Petrol engine 1.4 L, Automatic transmission, đã đi 69,000 km ... ",Code: 5407128,2019.0,Used car,Imported,Sedan,Petrol  1.4 L,Silver,Black,5 seats,4 cửa,"69,000 Km"
Ford Everest Sport 2.0L 4x2 AT - 2021, Used car,870 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2021-5425531," *Imported car, White color, máy dầu 2.0 L, Automatic transmission, đã đi 77,000 km ... ",Code: 5425531,2021.0,Used car,Imported,SUV,Dầu  2.0 L,White,Black,7 seats,5 doors,"77,000 Km"
Toyota Vios E 1.5 MT - 2023, New car,479 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2023-5005625," *Domestic assembly car, màu vàng, Petrol engine 1.5 L, Manual transmission ... ",Code: 5005625,2023.0,New car,Assembled domestically,Sedan,Petrol  1.5 L,Vàng,Black,5 seats,4 cửa,
Ford Everest Titanium 2.0L 4x2 AT - 2024, New car,1 Billion VND 180 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2024-5402876," *Imported car, White color, máy dầu 2.0 L, Automatic transmission ... ",Code: 5402876,2024.0,New car,Imported,SUV,Dầu  2.0 L,White,Black,7 seats,5 doors,
Ford F150 Harley Davidson - 2018, Used car,6 Billion VND 490 Million VND,Hanoi,https://bonbanh.com/xe-ford-f150-harley-davidson-2018-4531796," *Imported car, Black color, Petrol engine 3.5 L, Automatic transmission, đã đi 17,000 km ... ",Code: 4531796,2018.0,Used car,Imported,Bán tải / Pickup,Petrol  3.5 L,Black,Black,5 seats,4 cửa,"17,000 Km"
BMW 5 Series 528i GT - 2017, Used car,1 Billion VND 150 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-bmw-5_series-528i-gt-2017-5204738," *Imported car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 45,000 km ... ",Code: 5204738,2017.0,Used car,Imported,Sedan,Petrol  2.0 L,White,Brown,5 seats,4 cửa,"45,000 Km"
Mitsubishi Xpander Cross 1.5 AT - 2021, Used car,565 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-xpander-cross-1.5-at-2021-5437496," *Imported car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 39,500 km ... ",Code: 5437496,2021.0,Used car,Imported,SUV,Petrol  1.5 L,White,Black,7 seats,5 doors,"39,500 Km"
Volkswagen Viloran Luxury - 2023, New car,2 Billion VND 188 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-volkswagen-viloran-luxury-2023-5404063," *Imported car, White color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5404063,2023.0,New car,Imported,Van/Minivan,Petrol  2.0 L,White,Brown,7 seats,5 doors,
Toyota Sienna Platinum 2.5 AT - 2021, Used car,3 Billion VND 999 Million VND,Hanoi,https://bonbanh.com/xe-toyota-sienna-platinum-2.5-at-2021-5068963," *Imported car, Black color, Hybrid car 2.5 L, Automatic transmission, đã đi 9,000 km ... ",Code: 5068963,2021.0,Used car,Imported,Van/Minivan,Hybrid  2.5 L,Black,Brown,7 seats,5 doors,"9,000 Km"
Mercedes Benz E class E200 Exclusive - 2021, Used car,1 Billion VND 599 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2021-5395934," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 64,000 km ... ",Code: 5395934,2021.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,White,Black,5 seats,4 cửa,"64,000 Km"
Toyota Fortuner 2.8V 4x4 AT - 2018, Used car,895 Million VND,Hanoi,https://bonbanh.com/xe-toyota-fortuner-2.8v-4x4-at-2018-5438554," *Imported car, Black color, máy dầu 2.8 L, Automatic transmission, đã đi 70,000 km ... ",Code: 5438554,2018.0,Used car,Imported,SUV,Dầu  2.8 L,Black,Brown,7 seats,5 doors,"70,000 Km"
Mercedes Benz GLS 450 4Matic - 2022, Used car,4 Billion VND 580 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-5396901," *Imported car, Black color, Petrol engine 3.0 L, Automatic transmission, đã đi 35,398 km ... ",Code: 5396901,2022.0,Used car,Imported,SUV,Petrol  3.0 L,Black,Black,7 seats,5 doors,"35,398 Km"
Mazda 6 2.5 AT - 2014, Used car,399 Million VND,Hanoi,https://bonbanh.com/xe-mazda-6-2.5-at-2014-5440223," *Domestic assembly car, Black color, Petrol engine 2.5 L, Automatic transmission, đã đi 70,000 km ... ",Code: 5440223,2014.0,Used car,Assembled domestically,Sedan,Petrol  2.5 L,Black,Black,5 seats,4 cửa,"70,000 Km"
Mercedes Benz E class E200 Exclusive - 2022, New car,2 Billion VND 540 Million VND,Hải Phòng,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-4573304," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 4573304,2022.0,New car,Assembled domestically,Sedan,Petrol  2.0 L,Black,Brown,5 seats,4 cửa,
Ford Everest Titanium Plus 2.0L 4x4 AT - 2022, Used car,1 Billion VND 350 Million VND,Lâm Đồng,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2022-5445471," *Imported car, Silver color, máy dầu 2.0 L, Automatic transmission, đã đi 11,000 km ... ",Code: 5445471,2022.0,Used car,Imported,SUV,Dầu  2.0 L,Silver,Brown,7 seats,5 doors,"11,000 Km"
Toyota Camry 2.0E - 2018, Used car,680 Million VND,Hanoi,https://bonbanh.com/xe-toyota-camry-2.0e-2018-5055962," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5055962,2018.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,Black,Kem,5 seats,4 cửa,0 Km
Mitsubishi Xpander Premium 1.5 AT - 2023, New car,610 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-5335433," *Imported car, White color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5335433,2023.0,New car,Imported,SUV,Petrol  1.5 L,White,Black,7 seats,5 doors,
Toyota Corolla altis 1.8G AT - 2017, Used car,495 Million VND,Bình Dương,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2017-5182458," *Domestic assembly car, Brown color, Petrol engine 1.8 L, Automatic transmission, đã đi 70,000 km ... ",Code: 5182458,2017.0,Used car,Assembled domestically,Sedan,Petrol  1.8 L,Brown,Black,5 seats,4 cửa,"70,000 Km"
Mitsubishi Outlander 2.0 CVT - 2023, New car,825 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2023-4682821," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 4682821,2023.0,New car,Assembled domestically,SUV,Petrol  2.0 L,White,Black,7 seats,5 doors,
Mercedes Benz E class E200 Exclusive - 2022, Used car,2 Billion VND 259 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-4868578," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 500 km ... ",Code: 4868578,2022.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,Black,Brown,5 seats,4 cửa,500 Km
Kia Carnival Signature 2.2D - 2023, New car,1 Billion VND 419 Million VND,Hanoi,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2023-4915072," *Domestic assembly car, màu xanh, máy dầu 2.2 L, Automatic transmission ... ",Code: 4915072,2023.0,New car,Assembled domestically,Van/Minivan,Dầu  2.2 L,Xanh,Cam,7 seats,5 doors,
Ford Everest Sport 2.0L 4x2 AT - 2024, New car,1 Billion VND 178 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2024-5189083," *Imported car, màu xanh, máy dầu 2.0 L, Automatic transmission ... ",Code: 5189083,2024.0,New car,Imported,SUV,Dầu  2.0 L,Xanh,Black,7 seats,5 doors,
Mercedes Benz Maybach GLS 480 4Matic - 2023, New car,8 Billion VND 679 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-maybach-gls-480-4matic-2023-4808583," *Imported car, White color, Petrol engine 3.0 L, Automatic transmission ... ",Code: 4808583,2023.0,New car,Imported,SUV,Petrol  3.0 L,White,Brown,4 chỗ,5 doors,
Mercedes Benz Maybach S450 4Matic - 2017, Used car,3 Billion VND 699 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-maybach-s450-4matic-2017-4859846," *Imported car, White color, Petrol engine 3.0 L, Automatic transmission, đã đi 27,000 km ... ",Code: 4859846,2017.0,Used car,Imported,Sedan,Petrol  3.0 L,White,Black,5 seats,4 cửa,"27,000 Km"
Mercedes Benz S class S450 4Matic - 2023, New car,5 Billion VND 39 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-2023-5377190," *Imported car, màu xanh, Petrol engine 3.0 L, Automatic transmission ... ",Code: 5377190,2023.0,New car,Imported,Sedan,Petrol  3.0 L,Xanh,Brown,5 seats,4 cửa,
Hyundai Veracruz 3.0 V6 - 2007, Used car,435 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-hyundai-veracruz-3.0-v6-2007-4643458," *Imported car, màu xanh, máy dầu 3.0 L, Automatic transmission, đã đi 110,000 km ... ",Code: 4643458,2007.0,Used car,Imported,SUV,Dầu  3.0 L,Xanh,Kem,7 seats,5 doors,"110,000 Km"
Mazda 2 1.5 AT - 2018, Used car,385 Million VND,Vĩnh Phúc,https://bonbanh.com/xe-mazda-2-1.5-at-2018-5411187," *Domestic assembly car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 65,000 km ... ",Code: 5411187,2018.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,White,Black,5 seats,4 cửa,"65,000 Km"
Mitsubishi Pajero 3.0 - 2010, Used car,175 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-pajero-3.0-2010-5399635," *Imported car, Silver color, Petrol engine 3.0 L, Manual transmission, đã đi 120,000 km ... ",Code: 5399635,2010.0,Used car,Imported,SUV,Petrol  3.0 L,Silver,Ghi,7 seats,5 doors,"120,000 Km"
Hyundai Accent 1.4 MT Tiêu Chuẩn - 2022, Used car,380 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-hyundai-accent-1.4-mt-tieu-chuan-2022-5432496," *Domestic assembly car, White color, Petrol engine 1.4 L, Manual transmission, đã đi 52,000 km ... ",Code: 5432496,2022.0,Used car,Assembled domestically,Sedan,Petrol  1.4 L,White,Nhiều màu,5 seats,4 cửa,"52,000 Km"
Lexus LX 570 - 2015, Used car,3 Billion VND 450 Million VND,Hanoi,https://bonbanh.com/xe-lexus-lx-570-2015-5452418," *Imported car, màu cát, Petrol engine 5.7 L, Automatic transmission, đã đi 56,000 km ... ",Code: 5452418,2015.0,Used car,Imported,SUV,Petrol  5.7 L,Cát,Kem,7 seats,5 doors,"56,000 Km"
Hyundai i10 1.2 AT - 2022, Used car,385 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-hyundai-i10-1.2-at-2022-5355927," *Domestic assembly car, Red color, Petrol engine 1.25 L, Automatic transmission, đã đi 40,000 km ... ",Code: 5355927,2022.0,Used car,Assembled domestically,Sedan,Petrol  1.25 L,Red,Xám,5 seats,4 cửa,"40,000 Km"
Lexus LS 460L - 2011, Used car,1 Billion VND 480 Million VND,Hanoi,https://bonbanh.com/xe-lexus-ls-460l-2011-5331230," *Imported car, Black color, Petrol engine 4.6 L, Automatic transmission ... ",Code: 5331230,2011.0,Used car,Imported,Sedan,Petrol  4.6 L,Black,Kem,5 seats,4 cửa,0 Km
Toyota Highlander Limited Hybrid 2.5 AWD - 2020, Used car,3 Billion VND 599 Million VND,Hanoi,https://bonbanh.com/xe-toyota-highlander-limited-hybrid-2.5-awd-2020-5339386," *Imported car, màu ghi, Hybrid car 2.5 L, Automatic transmission, đã đi 30,000 km ... ",Code: 5339386,2020.0,Used car,Imported,SUV,Hybrid  2.5 L,Ghi,Kem,7 seats,5 doors,"30,000 Km"
Porsche Cayenne 3.6 V6 - 2015, Used car,1 Billion VND 890 Million VND,Hanoi,https://bonbanh.com/xe-porsche-cayenne-3.6-v6-2015-5300509," *Imported car, màu xanh, Petrol engine 3.6 L, Automatic transmission, đã đi 55,000 km ... ",Code: 5300509,2015.0,Used car,Imported,SUV,Petrol  3.6 L,Xanh,Brown,5 seats,5 doors,"55,000 Km"
Haval H6 HEV - 2023, New car,886 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-haval-h6-hev-2023-5190295," *Imported car, màu xanh, Hybrid car 1.5 L, Automatic transmission ... ",Code: 5190295,2023.0,New car,Imported,SUV,Hybrid  1.5 L,Xanh,Nhiều màu,5 seats,5 doors,
Mitsubishi Xpander Premium 1.5 AT - 2023, New car,623 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-4855929," *Imported car, Silver color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 4855929,2023.0,New car,Imported,SUV,Petrol  1.5 L,Silver,Black,7 seats,5 doors,
Mercedes Benz ML Class ML350 - 2008, Used car,370 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-ml_class-ml350-2008-5045581," *Imported car, màu xám, Petrol engine 3.5 L, Automatic transmission, đã đi 100,000 km ... ",Code: 5045581,2008.0,Used car,Imported,SUV,Petrol  3.5 L,Xám,Black,5 seats,5 doors,"100,000 Km"
Toyota Vios MT - 2005, Used car,138 Million VND,Đồng Tháp,https://bonbanh.com/xe-toyota-vios-mt-2005-5439219," *Domestic assembly car, màu cát, Petrol engine 1.5 L, Manual transmission, đã đi 138,000 km ... ",Code: 5439219,2005.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Cát,Kem,5 seats,4 cửa,"138,000 Km"
Hyundai i10 Grand 1.2 MT Base - 2015, Used car,225 Million VND,Hanoi,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-base-2015-4831028," *Imported car, Silver color, Petrol engine 1.25 L, Manual transmission, đã đi 80,000 km ... ",Code: 4831028,2015.0,Used car,Imported,Sedan,Petrol  1.25 L,Silver,Black,5 seats,4 cửa,"80,000 Km"
Peugeot 3008 GT - 2024, New car,1 Billion VND 129 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-peugeot-3008-gt-2024-4961153," *Domestic assembly car, White color, Petrol engine 1.6 L, Automatic transmission ... ",Code: 4961153,2024.0,New car,Assembled domestically,Crossover,Petrol  1.6 L,White,Kem,5 seats,5 doors,
